Company,Industry,Region,Founded_Year,Year,Revenue_USD,Expenses_USD,Profit_USD,Churn_Rate,Customer_Count,ARPU_USD,Market_Share_Percent
Dodson Ltd,Cybersecurity,Australia,2015,2020,80355898.95,45975015.86,34380883.09,0.212,3128,25689.23,4.75
Dodson Ltd,Cybersecurity,Australia,2015,2021,4493817.56,2419483.86,2074333.7,0.0813,47947,93.72,3.06
Dodson Ltd,Cybersecurity,Australia,2015,2022,102664383.38,57795058.96,44869324.41,0.171,4952,20731.9,0.98
Dodson Ltd,Cybersecurity,Australia,2015,2023,62454528.01,53625244.57,8829283.44,0.1639,22249,2807.07,4.04
Dodson Ltd,Cybersecurity,Australia,2015,2024,106469642.45,75272376.69,31197265.77,0.2318,48046,2215.99,9.28
"Olson, Duffy and Edwards",EdTech,North America,2016,2020,196870291.56,100824304.33,96045987.23,0.2497,5820,33826.51,12.68
"Olson, Duffy and Edwards",EdTech,North America,2016,2021,87614479.32,72848535.78,14765943.54,0.2075,7840,11175.32,4.43
"Olson, Duffy and Edwards",EdTech,North America,2016,2022,60903548.66,37671234.14,23232314.52,0.1841,1763,34545.4,0.11
"Olson, Duffy and Edwards",EdTech,North America,2016,2023,143616896.99,81642457.18,61974439.81,0.0351,22423,6404.89,5.76
"Olson, Duffy and Edwards",EdTech,North America,2016,2024,96229452.84,49830306.67,46399146.17,0.2429,48857,1969.61,4.92
"Barker, Williamson and Wilson",CRM,South America,2019,2020,158950142.58,135906343.02,23043799.57,0.0779,27639,5750.94,2.92
"Barker, Williamson and Wilson",CRM,South America,2019,2021,172168047.4,103731587.65,68436459.75,0.1012,45052,3821.54,4.64
"Barker, Williamson and Wilson",CRM,South America,2019,2022,198054807.14,105036509.79,93018297.35,0.1688,5643,35097.43,11.06
"Barker, Williamson and Wilson",CRM,South America,2019,2023,98429176.02,81230927.5,17198248.53,0.2391,32346,3043.01,10.85
"Barker, Williamson and Wilson",CRM,South America,2019,2024,57914627.8,48307899.01,9606728.79,0.086,47052,1230.86,10.38
Williamson Ltd,FinTech,Asia,2000,2020,42983287.99,37278428.38,5704859.61,0.2056,21175,2029.91,6.01
Williamson Ltd,FinTech,Asia,2000,2021,17412152.32,11308389.55,6103762.77,0.1753,24490,710.99,4.44
Williamson Ltd,FinTech,Asia,2000,2022,123608377.35,101572480.83,22035896.52,0.2258,20798,5943.28,1.33
Williamson Ltd,FinTech,Asia,2000,2023,2534840.93,1706050.69,828790.25,0.1308,36326,69.78,4.51
Williamson Ltd,FinTech,Asia,2000,2024,142664093.84,80995077.32,61669016.52,0.2097,43749,3260.97,7.02
Wong-Harris,CRM,North America,2006,2020,43535531.93,23058311.49,20477220.44,0.1215,49807,874.08,7.8
Wong-Harris,CRM,North America,2006,2021,147731438.94,106771090.03,40960348.9,0.233,35980,4105.93,14.26
Wong-Harris,CRM,North America,2006,2022,37530157.04,19146695.44,18383461.6,0.0195,15274,2457.13,2.49
Wong-Harris,CRM,North America,2006,2023,109817196.0,78291326.21,31525869.79,0.0282,17254,6364.74,12.36
Wong-Harris,CRM,North America,2006,2024,45310583.97,27058909.08,18251674.89,0.1642,38857,1166.09,7.99
Price PLC,HealthTech,Australia,2019,2020,65823014.7,48982693.13,16840321.57,0.2354,31810,2069.26,4.34
Price PLC,HealthTech,Australia,2019,2021,73947895.28,50713828.94,23234066.34,0.2449,1824,40541.61,14.24
Price PLC,HealthTech,Australia,2019,2022,17498347.18,15282449.73,2215897.45,0.0972,9266,1888.45,6.33
Price PLC,HealthTech,Australia,2019,2023,89289312.32,67297107.93,21992204.38,0.1959,27598,3235.35,1.16
Price PLC,HealthTech,Australia,2019,2024,15707564.9,9175646.63,6531918.27,0.0797,23187,677.43,2.47
Freeman-Dean,FinTech,South America,2004,2020,30834490.23,15829662.41,15004827.82,0.1229,45839,672.67,1.56
Freeman-Dean,FinTech,South America,2004,2021,141380532.32,89801836.05,51578696.27,0.0844,10597,13341.56,9.71
Freeman-Dean,FinTech,South America,2004,2022,165692074.38,89932346.84,75759727.54,0.1311,37996,4360.78,11.82
Freeman-Dean,FinTech,South America,2004,2023,176581059.66,147529748.8,29051310.86,0.1497,28915,6106.9,8.06
Freeman-Dean,FinTech,South America,2004,2024,77073851.07,49027446.86,28046404.21,0.159,18881,4082.09,12.66
Schultz-Blankenship,CRM,Europe,2000,2020,165295186.49,109237398.9,56057787.59,0.0346,39976,4134.86,0.86
Schultz-Blankenship,CRM,Europe,2000,2021,77269728.11,49058171.78,28211556.33,0.1823,37048,2085.67,3.86
Schultz-Blankenship,CRM,Europe,2000,2022,33016180.92,29092674.18,3923506.73,0.1073,3882,8504.94,2.25
Schultz-Blankenship,CRM,Europe,2000,2023,28520361.44,25027060.82,3493300.62,0.203,27199,1048.58,7.71
Schultz-Blankenship,CRM,Europe,2000,2024,92093056.82,74306872.06,17786184.75,0.1684,40489,2274.52,2.0
Reese-Hughes,AI/ML,South America,2015,2020,145918986.07,114275701.2,31643284.87,0.0468,12549,11627.94,7.52
Reese-Hughes,AI/ML,South America,2015,2021,69936872.25,41735689.37,28201182.88,0.1056,34800,2009.68,7.85
Reese-Hughes,AI/ML,South America,2015,2022,158012302.29,93406961.83,64605340.46,0.1277,45420,3478.91,12.43
Reese-Hughes,AI/ML,South America,2015,2023,6475678.99,3869458.39,2606220.6,0.0466,26968,240.12,7.07
Reese-Hughes,AI/ML,South America,2015,2024,82035568.69,55767213.95,26268354.74,0.2433,9097,9017.87,12.92
Benson PLC,AI/ML,North America,2005,2020,34704253.9,30143193.6,4561060.31,0.1115,36421,952.86,1.17
Benson PLC,AI/ML,North America,2005,2021,79152169.61,63055880.01,16096289.61,0.1027,11402,6941.95,12.06
Benson PLC,AI/ML,North America,2005,2022,86572241.15,51373415.45,35198825.7,0.2487,31482,2749.9,12.67
Benson PLC,AI/ML,North America,2005,2023,138298028.12,85460748.03,52837280.09,0.2292,14890,9287.98,12.03
Benson PLC,AI/ML,North America,2005,2024,183815117.25,136244047.28,47571069.97,0.2027,35722,5145.71,7.31
"Romero, Garcia and Stevenson",EdTech,Europe,2016,2020,134249045.77,72143715.42,62105330.35,0.1319,18601,7217.3,10.12
"Romero, Garcia and Stevenson",EdTech,Europe,2016,2021,156914370.11,111770143.64,45144226.47,0.1516,39964,3926.39,8.03
"Romero, Garcia and Stevenson",EdTech,Europe,2016,2022,103237008.83,91030327.25,12206681.58,0.1249,41910,2463.3,7.84
"Romero, Garcia and Stevenson",EdTech,Europe,2016,2023,113412373.65,99573678.81,13838694.84,0.0569,47152,2405.25,3.9
"Romero, Garcia and Stevenson",EdTech,Europe,2016,2024,53984945.54,27840102.34,26144843.2,0.0833,23733,2274.68,0.94
"Morrison, Koch and Clark",EdTech,South America,2011,2020,45420465.94,35541196.62,9879269.31,0.1978,49978,908.81,7.77
"Morrison, Koch and Clark",EdTech,South America,2011,2021,137770031.4,104679457.07,33090574.33,0.1118,32971,4178.52,8.74
"Morrison, Koch and Clark",EdTech,South America,2011,2022,189714549.81,100074497.27,89640052.53,0.1318,6681,28396.13,4.95
"Morrison, Koch and Clark",EdTech,South America,2011,2023,144886411.76,76770189.0,68116222.77,0.2295,9204,15741.68,14.44
"Morrison, Koch and Clark",EdTech,South America,2011,2024,93546408.99,62214721.04,31331687.95,0.0715,2408,38848.18,12.55
"Rogers, Hicks and Hampton",CRM,Australia,2016,2020,23661185.24,18075449.89,5585735.35,0.0866,44732,528.95,3.18
"Rogers, Hicks and Hampton",CRM,Australia,2016,2021,180246501.77,127829486.32,52417015.45,0.0375,17878,10082.03,11.73
"Rogers, Hicks and Hampton",CRM,Australia,2016,2022,44570944.12,35044092.91,9526851.21,0.202,32740,1361.36,7.58
"Rogers, Hicks and Hampton",CRM,Australia,2016,2023,193236077.46,169401168.82,23834908.64,0.2176,34431,5612.27,8.37
"Rogers, Hicks and Hampton",CRM,Australia,2016,2024,39232136.33,33106674.55,6125461.78,0.0719,20047,1957.01,2.29
Harper and Sons,FinTech,South America,2017,2020,100772502.7,59056122.07,41716380.63,0.0752,39680,2539.63,10.81
Harper and Sons,FinTech,South America,2017,2021,154477628.19,105806577.99,48671050.2,0.1814,18156,8508.35,3.98
Harper and Sons,FinTech,South America,2017,2022,34257485.41,21744173.02,12513312.39,0.1431,35329,969.67,2.87
Harper and Sons,FinTech,South America,2017,2023,26880906.82,14928349.91,11952556.91,0.1896,18131,1482.59,4.77
Harper and Sons,FinTech,South America,2017,2024,168063495.86,112842174.73,55221321.13,0.1844,21138,7950.78,0.37
Mclean Group,E-Commerce,South America,2002,2020,128288791.49,64623936.86,63664854.63,0.0179,22675,5657.72,7.81
Mclean Group,E-Commerce,South America,2002,2021,166701175.44,127318284.7,39382890.74,0.0938,5429,30705.69,4.67
Mclean Group,E-Commerce,South America,2002,2022,9135400.74,7976224.82,1159175.93,0.0928,26475,345.06,5.19
Mclean Group,E-Commerce,South America,2002,2023,156356136.87,114153007.08,42203129.8,0.2465,37818,4134.44,3.72
Mclean Group,E-Commerce,South America,2002,2024,198351264.46,114837744.31,83513520.15,0.1481,10416,19042.94,0.13
Woodard and Sons,HealthTech,Australia,2008,2020,194229131.18,170725637.61,23503493.57,0.2223,12530,15501.13,12.33
Woodard and Sons,HealthTech,Australia,2008,2021,10851972.42,8705153.2,2146819.22,0.0741,3631,2988.7,11.51
Woodard and Sons,HealthTech,Australia,2008,2022,69082631.65,39394411.19,29688220.45,0.1111,38190,1808.92,7.03
Woodard and Sons,HealthTech,Australia,2008,2023,108429573.84,97376671.22,11052902.62,0.1058,32587,3327.39,5.54
Woodard and Sons,HealthTech,Australia,2008,2024,79771557.97,62082717.66,17688840.31,0.2351,3395,23496.78,1.52
Singh PLC,HealthTech,South America,2008,2020,19662898.65,11492240.96,8170657.69,0.1305,33016,595.56,1.27
Singh PLC,HealthTech,South America,2008,2021,153073781.75,112330223.44,40743558.31,0.0191,35333,4332.32,10.71
Singh PLC,HealthTech,South America,2008,2022,174052376.13,152054696.3,21997679.83,0.0886,33419,5208.19,3.63
Singh PLC,HealthTech,South America,2008,2023,155681955.42,138338002.62,17343952.81,0.1219,42176,3691.25,8.44
Singh PLC,HealthTech,South America,2008,2024,158355375.53,125975188.23,32380187.31,0.1601,36523,4335.77,0.33
Walsh-Butler,FinTech,Europe,2003,2020,132953651.41,68181966.73,64771684.69,0.03,1639,81118.76,14.36
Walsh-Butler,FinTech,Europe,2003,2021,139965511.76,103352222.48,36613289.28,0.1205,35019,3996.84,9.76
Walsh-Butler,FinTech,Europe,2003,2022,144867668.75,122434190.38,22433478.38,0.1241,19414,7462.02,7.46
Walsh-Butler,FinTech,Europe,2003,2023,158744734.29,109578574.14,49166160.15,0.1388,12279,12928.15,5.53
Walsh-Butler,FinTech,Europe,2003,2024,4400700.52,2638967.19,1761733.32,0.1825,42476,103.6,14.93
"Smith, Ayala and Garcia",Cybersecurity,North America,2003,2020,4960094.28,4245878.2,714216.08,0.0688,39997,124.01,1.86
"Smith, Ayala and Garcia",Cybersecurity,North America,2003,2021,199297200.01,162407312.42,36889887.59,0.1081,34268,5815.84,10.24
"Smith, Ayala and Garcia",Cybersecurity,North America,2003,2022,158415002.39,130863869.3,27551133.1,0.0303,10910,14520.17,8.91
"Smith, Ayala and Garcia",Cybersecurity,North America,2003,2023,101747141.86,77163059.76,24584082.1,0.2435,45788,2222.14,11.06
"Smith, Ayala and Garcia",Cybersecurity,North America,2003,2024,168023196.11,147832639.52,20190556.59,0.2186,20585,8162.41,8.45
"Gregory, Nelson and Holmes",FinTech,Asia,2012,2020,32589660.77,21513366.91,11076293.86,0.098,20455,1593.24,14.01
"Gregory, Nelson and Holmes",FinTech,Asia,2012,2021,161591267.91,125586910.27,36004357.64,0.0112,41484,3895.27,3.04
"Gregory, Nelson and Holmes",FinTech,Asia,2012,2022,182337986.39,103902310.08,78435676.31,0.0787,28153,6476.68,10.71
"Gregory, Nelson and Holmes",FinTech,Asia,2012,2023,116796408.83,66427110.5,50369298.33,0.0728,6400,18249.44,6.33
"Gregory, Nelson and Holmes",FinTech,Asia,2012,2024,156155641.81,123950392.23,32205249.58,0.1479,40015,3902.43,8.53
Gilbert LLC,Cybersecurity,Australia,2004,2020,45010371.63,35362524.39,9647847.25,0.0988,22534,1997.44,12.08
Gilbert LLC,Cybersecurity,Australia,2004,2021,38440124.89,23770240.77,14669884.12,0.1821,33695,1140.83,12.2
Gilbert LLC,Cybersecurity,Australia,2004,2022,144343575.03,114297400.36,30046174.67,0.0341,11169,12923.59,8.64
Gilbert LLC,Cybersecurity,Australia,2004,2023,45608287.73,38533706.01,7074581.71,0.1883,8176,5578.31,5.66
Gilbert LLC,Cybersecurity,Australia,2004,2024,31460080.2,22756768.28,8703311.92,0.2302,1997,15753.67,14.46
Gonzales LLC,HealthTech,North America,2019,2020,35365899.4,18113332.04,17252567.37,0.0888,8440,4190.27,2.0
Gonzales LLC,HealthTech,North America,2019,2021,151337802.02,104213639.54,47124162.48,0.046,28157,5374.78,14.22
Gonzales LLC,HealthTech,North America,2019,2022,74692301.39,64464892.06,10227409.33,0.0831,31924,2339.69,13.06
Gonzales LLC,HealthTech,North America,2019,2023,121778281.01,90802306.29,30975974.72,0.1377,33994,3582.35,8.73
Gonzales LLC,HealthTech,North America,2019,2024,130139218.87,100825936.51,29313282.36,0.1963,4199,30992.91,13.48
Alexander PLC,EdTech,Asia,2014,2020,157811764.97,118036758.43,39775006.54,0.0299,25815,6113.18,11.26
Alexander PLC,EdTech,Asia,2014,2021,187839947.96,97969674.81,89870273.16,0.0129,30811,6096.52,1.28
Alexander PLC,EdTech,Asia,2014,2022,20088065.34,13478354.92,6609710.43,0.0424,17417,1153.36,7.72
Alexander PLC,EdTech,Asia,2014,2023,89149392.55,62847773.91,26301618.64,0.1715,46907,1900.56,11.98
Alexander PLC,EdTech,Asia,2014,2024,89684339.1,56266857.53,33417481.57,0.1836,2942,30484.14,10.04
"Barker, Sanchez and Rodriguez",E-Commerce,Europe,2019,2020,195579534.0,159332149.11,36247384.89,0.1948,11057,17688.3,8.29
"Barker, Sanchez and Rodriguez",E-Commerce,Europe,2019,2021,99374545.26,72164060.33,27210484.93,0.1817,39886,2491.46,2.75
"Barker, Sanchez and Rodriguez",E-Commerce,Europe,2019,2022,62139151.64,39440778.67,22698372.97,0.1463,42018,1478.87,14.36
"Barker, Sanchez and Rodriguez",E-Commerce,Europe,2019,2023,13966435.9,9459486.26,4506949.64,0.0547,37898,368.53,5.91
"Barker, Sanchez and Rodriguez",E-Commerce,Europe,2019,2024,79756289.36,59531323.53,20224965.83,0.0398,48895,1631.17,9.09
Buck Group,FinTech,North America,2006,2020,190727101.0,141764652.19,48962448.81,0.0628,39381,4843.12,10.16
Buck Group,FinTech,North America,2006,2021,66078566.67,35144324.61,30934242.06,0.15,41592,1588.73,7.12
Buck Group,FinTech,North America,2006,2022,164110122.11,90235242.19,73874879.92,0.2158,10111,16230.85,10.65
Buck Group,FinTech,North America,2006,2023,88222173.96,52941996.92,35280177.05,0.1749,1863,47354.9,5.06
Buck Group,FinTech,North America,2006,2024,36878474.68,27397264.74,9481209.93,0.1244,39046,944.49,4.82
Riley-Gomez,E-Commerce,North America,2005,2020,129485849.66,104259358.34,25226491.32,0.1923,49714,2604.62,10.58
Riley-Gomez,E-Commerce,North America,2005,2021,120386376.47,83783801.33,36602575.14,0.0177,40710,2957.17,0.31
Riley-Gomez,E-Commerce,North America,2005,2022,3377602.29,2013222.03,1364380.25,0.0342,14917,226.43,9.1
Riley-Gomez,E-Commerce,North America,2005,2023,150348793.46,131485850.25,18862943.21,0.152,35678,4214.05,11.07
Riley-Gomez,E-Commerce,North America,2005,2024,32125281.61,27784894.2,4340387.41,0.2243,5314,6045.4,3.11
Smith-Weiss,Cybersecurity,Asia,2016,2020,195162753.74,145690595.16,49472158.58,0.2347,46650,4183.55,13.42
Smith-Weiss,Cybersecurity,Asia,2016,2021,59720351.77,43302308.41,16418043.36,0.0339,19620,3043.85,14.9
Smith-Weiss,Cybersecurity,Asia,2016,2022,4291295.35,2659903.91,1631391.45,0.1596,26130,164.23,9.33
Smith-Weiss,Cybersecurity,Asia,2016,2023,47962514.73,23999349.64,23963165.09,0.1917,36843,1301.81,13.4
Smith-Weiss,Cybersecurity,Asia,2016,2024,177205076.51,138187671.05,39017405.46,0.1218,34043,5205.33,7.92
"Garcia, Perkins and Jones",FinTech,South America,2001,2020,69521384.44,39981138.5,29540245.94,0.2071,21434,3243.51,4.82
"Garcia, Perkins and Jones",FinTech,South America,2001,2021,53115317.2,27359642.88,25755674.31,0.15,8386,6333.81,2.31
"Garcia, Perkins and Jones",FinTech,South America,2001,2022,131458332.84,101549419.76,29908913.08,0.1905,28201,4661.48,13.51
"Garcia, Perkins and Jones",FinTech,South America,2001,2023,164043724.2,147007746.02,17035978.19,0.0561,7661,21412.83,4.63
"Garcia, Perkins and Jones",FinTech,South America,2001,2024,196623094.48,119872147.84,76750946.64,0.0586,1794,109600.39,8.72
"Robinson, Bailey and Jimenez",EdTech,Asia,2014,2020,195741904.01,143943393.89,51798510.12,0.1437,18358,10662.49,10.81
"Robinson, Bailey and Jimenez",EdTech,Asia,2014,2021,153851927.42,102534219.75,51317707.67,0.0141,8248,18653.24,6.31
"Robinson, Bailey and Jimenez",EdTech,Asia,2014,2022,151944523.27,89768903.32,62175619.95,0.0631,41883,3627.83,5.29
"Robinson, Bailey and Jimenez",EdTech,Asia,2014,2023,98387801.24,87705971.27,10681829.98,0.2417,6310,15592.36,8.88
"Robinson, Bailey and Jimenez",EdTech,Asia,2014,2024,144721630.66,86323950.43,58397680.23,0.0504,19547,7403.78,9.14
"Davis, Torres and Long",EdTech,North America,2007,2020,196320312.92,124683500.9,71636812.03,0.1787,37181,5280.12,5.18
"Davis, Torres and Long",EdTech,North America,2007,2021,109235901.63,84119920.65,25115980.99,0.162,10808,10106.95,8.39
"Davis, Torres and Long",EdTech,North America,2007,2022,58401513.93,29767024.1,28634489.84,0.16,22825,2558.66,2.66
"Davis, Torres and Long",EdTech,North America,2007,2023,22301838.55,16615697.64,5686140.91,0.0326,43407,513.78,0.26
"Davis, Torres and Long",EdTech,North America,2007,2024,198094093.45,153167804.57,44926288.88,0.1644,1362,145443.53,1.19
"Bishop, Skinner and Gallegos",EdTech,Asia,2012,2020,30807306.56,25722007.97,5085298.58,0.0137,40963,752.08,6.58
"Bishop, Skinner and Gallegos",EdTech,Asia,2012,2021,41751812.35,22672259.4,19079552.96,0.1156,35275,1183.61,7.35
"Bishop, Skinner and Gallegos",EdTech,Asia,2012,2022,125792977.61,104528137.34,21264840.27,0.1729,37695,3337.13,4.68
"Bishop, Skinner and Gallegos",EdTech,Asia,2012,2023,59019764.37,51111881.4,7907882.98,0.2183,1908,30932.79,9.41
"Bishop, Skinner and Gallegos",EdTech,Asia,2012,2024,156404097.77,127245699.29,29158398.48,0.1346,49408,3165.56,12.69
"Lewis, Black and Murray",E-Commerce,Europe,2017,2020,37131467.15,25657666.32,11473800.83,0.1287,11967,3102.82,11.95
"Lewis, Black and Murray",E-Commerce,Europe,2017,2021,84576936.77,50039660.93,34537275.84,0.0656,10616,7966.93,2.05
"Lewis, Black and Murray",E-Commerce,Europe,2017,2022,92162098.64,75958881.64,16203217.0,0.2087,16954,5436.01,5.94
"Lewis, Black and Murray",E-Commerce,Europe,2017,2023,183264422.48,100840347.07,82424075.41,0.1104,14696,12470.36,6.74
"Lewis, Black and Murray",E-Commerce,Europe,2017,2024,174987199.98,119819645.81,55167554.17,0.0151,16816,10405.99,7.19
Foster-Davila,FinTech,Australia,2014,2020,172353287.18,123552316.32,48800970.86,0.1755,38450,4482.53,9.44
Foster-Davila,FinTech,Australia,2014,2021,146063481.97,112721083.99,33342397.99,0.1229,21843,6686.97,3.83
Foster-Davila,FinTech,Australia,2014,2022,178428928.38,112987303.15,65441625.23,0.0454,35862,4975.43,13.13
Foster-Davila,FinTech,Australia,2014,2023,35770954.85,19834760.54,15936194.3,0.1613,9559,3742.12,7.85
Foster-Davila,FinTech,Australia,2014,2024,136635752.63,73004540.07,63631212.56,0.1206,30427,4490.61,10.79
"Lynch, Haas and Vasquez",FinTech,South America,2018,2020,50478231.06,39707259.61,10770971.45,0.1535,32335,1561.1,4.65
"Lynch, Haas and Vasquez",FinTech,South America,2018,2021,65649570.63,37016639.95,28632930.69,0.0592,35954,1825.93,9.7
"Lynch, Haas and Vasquez",FinTech,South America,2018,2022,146213861.82,101068695.49,45145166.33,0.1313,48664,3004.56,5.04
"Lynch, Haas and Vasquez",FinTech,South America,2018,2023,25493829.23,18563457.44,6930371.79,0.2275,18878,1350.45,10.53
"Lynch, Haas and Vasquez",FinTech,South America,2018,2024,101455740.1,57477180.7,43978559.4,0.1793,25086,4044.32,4.32
Morales-Smith,CRM,Australia,2004,2020,193076261.34,116648750.06,76427511.27,0.0144,19433,9935.48,10.63
Morales-Smith,CRM,Australia,2004,2021,158500680.22,91533441.18,66967239.04,0.0728,11419,13880.43,5.8
Morales-Smith,CRM,Australia,2004,2022,118648413.82,90062183.63,28586230.2,0.1184,11683,10155.65,8.75
Morales-Smith,CRM,Australia,2004,2023,155071848.04,98171209.95,56900638.09,0.2095,25346,6118.2,5.54
Morales-Smith,CRM,Australia,2004,2024,56194563.6,39471876.75,16722686.85,0.0907,5754,9766.17,4.07
Vargas PLC,EdTech,Australia,2008,2020,33694672.89,27458811.06,6235861.82,0.2462,18279,1843.35,13.98
Vargas PLC,EdTech,Australia,2008,2021,65844167.46,57314519.98,8529647.47,0.2003,49481,1330.7,14.03
Vargas PLC,EdTech,Australia,2008,2022,4329488.68,3182842.12,1146646.56,0.1303,7858,550.97,3.27
Vargas PLC,EdTech,Australia,2008,2023,55670472.05,34610250.34,21060221.71,0.1335,10260,5425.97,14.14
Vargas PLC,EdTech,Australia,2008,2024,164971330.74,85255383.97,79715946.77,0.1231,17488,9433.4,0.9
Donaldson-Ross,AI/ML,Australia,2011,2020,91364671.58,59723046.0,31641625.58,0.1138,38305,2385.19,1.42
Donaldson-Ross,AI/ML,Australia,2011,2021,184601712.23,127761863.95,56839848.28,0.1597,20968,8803.97,12.03
Donaldson-Ross,AI/ML,Australia,2011,2022,117828366.24,105905163.26,11923202.99,0.1194,11265,10459.69,12.45
Donaldson-Ross,AI/ML,Australia,2011,2023,23581997.99,12810904.87,10771093.12,0.1127,40958,575.76,14.34
Donaldson-Ross,AI/ML,Australia,2011,2024,134219890.84,70295693.76,63924197.07,0.1678,8434,15914.14,4.82
"Collins, Meyer and Sanders",EdTech,Europe,2011,2020,72095888.33,59721627.89,12374260.44,0.1978,35192,2048.64,5.45
"Collins, Meyer and Sanders",EdTech,Europe,2011,2021,11006335.21,9226066.21,1780269.0,0.2287,42751,257.45,4.26
"Collins, Meyer and Sanders",EdTech,Europe,2011,2022,74861045.28,39755164.27,35105881.01,0.1812,30992,2415.5,13.63
"Collins, Meyer and Sanders",EdTech,Europe,2011,2023,48666048.64,42013566.32,6652482.32,0.0843,15219,3197.72,4.53
"Collins, Meyer and Sanders",EdTech,Europe,2011,2024,182714800.05,105448569.66,77266230.39,0.1034,18959,9637.36,8.03
Thomas and Sons,HealthTech,Europe,2001,2020,111829349.76,59508282.7,52321067.06,0.1996,3613,30951.94,12.03
Thomas and Sons,HealthTech,Europe,2001,2021,52251933.23,34956099.2,17295834.03,0.1988,4515,11572.96,3.71
Thomas and Sons,HealthTech,Europe,2001,2022,83985429.5,49811094.48,34174335.02,0.1279,32889,2553.6,10.71
Thomas and Sons,HealthTech,Europe,2001,2023,116832472.15,62575620.6,54256851.55,0.1766,9302,12559.93,2.29
Thomas and Sons,HealthTech,Europe,2001,2024,183581483.38,165096842.17,18484641.2,0.1973,37182,4937.38,12.9
Anderson Ltd,HealthTech,Australia,2005,2020,148421684.07,131710207.3,16711476.77,0.1193,39051,3800.71,13.59
Anderson Ltd,HealthTech,Australia,2005,2021,88052315.47,61217219.2,26835096.26,0.2326,46325,1900.75,7.43
Anderson Ltd,HealthTech,Australia,2005,2022,107209444.68,62235098.27,44974346.41,0.0783,6069,17665.09,12.33
Anderson Ltd,HealthTech,Australia,2005,2023,88229995.44,46668321.2,41561674.24,0.1987,8975,9830.64,1.6
Anderson Ltd,HealthTech,Australia,2005,2024,127488249.83,108626687.26,18861562.57,0.2231,29390,4337.81,11.68
"Hamilton, Williams and Arellano",HealthTech,South America,2000,2020,2423902.03,1580617.95,843284.08,0.2065,6413,377.97,12.14
"Hamilton, Williams and Arellano",HealthTech,South America,2000,2021,26652040.36,23673409.06,2978631.31,0.1432,8038,3315.76,7.03
"Hamilton, Williams and Arellano",HealthTech,South America,2000,2022,199507721.64,139136714.13,60371007.51,0.0528,34948,5708.7,3.72
"Hamilton, Williams and Arellano",HealthTech,South America,2000,2023,159501460.4,82916810.44,76584649.96,0.2152,23025,6927.32,3.89
"Hamilton, Williams and Arellano",HealthTech,South America,2000,2024,172692649.0,148062772.0,24629876.99,0.0566,36453,4737.41,2.23
Morris-Brown,E-Commerce,Asia,2011,2020,178860757.15,152845559.08,26015198.07,0.14,39289,4552.44,7.11
Morris-Brown,E-Commerce,Asia,2011,2021,189897514.14,159324061.48,30573452.65,0.0899,18175,10448.28,6.41
Morris-Brown,E-Commerce,Asia,2011,2022,125983531.68,77444381.37,48539150.31,0.2426,48800,2581.63,2.47
Morris-Brown,E-Commerce,Asia,2011,2023,40741926.53,36227352.45,4514574.09,0.0467,2659,15322.27,8.9
Morris-Brown,E-Commerce,Asia,2011,2024,122815358.09,68971834.2,53843523.89,0.2005,4603,26681.59,14.26
Stone Inc,AI/ML,North America,2000,2020,59155927.93,51772980.99,7382946.94,0.2082,47619,1242.28,1.33
Stone Inc,AI/ML,North America,2000,2021,84816288.02,61383307.48,23432980.54,0.055,20362,4165.42,9.06
Stone Inc,AI/ML,North America,2000,2022,66820582.66,54283566.46,12537016.2,0.2117,5595,11942.91,11.23
Stone Inc,AI/ML,North America,2000,2023,169690674.71,110393184.52,59297490.19,0.0812,47764,3552.69,14.99
Stone Inc,AI/ML,North America,2000,2024,134730020.65,120717053.81,14012966.85,0.1684,4447,30296.83,4.38
Snow and Sons,Cybersecurity,South America,2006,2020,87727574.31,48921656.02,38805918.28,0.2075,43213,2030.12,9.39
Snow and Sons,Cybersecurity,South America,2006,2021,70042167.07,39336138.41,30706028.66,0.0736,38830,1803.82,5.97
Snow and Sons,Cybersecurity,South America,2006,2022,136062230.45,93936367.4,42125863.05,0.2485,22649,6007.43,9.04
Snow and Sons,Cybersecurity,South America,2006,2023,58243971.49,49636638.77,8607332.73,0.0885,16945,3437.24,6.94
Snow and Sons,Cybersecurity,South America,2006,2024,51854113.76,33608106.68,18246007.08,0.0149,28272,1834.12,6.43
Gentry-Kim,AI/ML,Asia,2004,2020,105999592.04,94298561.01,11701031.03,0.2287,1565,67731.37,10.47
Gentry-Kim,AI/ML,Asia,2004,2021,188544211.49,107780867.42,80763344.07,0.0348,42490,4437.38,7.91
Gentry-Kim,AI/ML,Asia,2004,2022,115275763.76,96970597.68,18305166.08,0.2034,41274,2792.94,3.2
Gentry-Kim,AI/ML,Asia,2004,2023,93430532.55,80736923.85,12693608.7,0.0884,26370,3543.06,14.38
Gentry-Kim,AI/ML,Asia,2004,2024,147472185.1,117844455.98,29627729.13,0.0706,43998,3351.79,3.75
Brown and Sons,Cybersecurity,Europe,2016,2020,170053034.71,85703991.04,84349043.67,0.2349,46609,3648.5,8.05
Brown and Sons,Cybersecurity,Europe,2016,2021,29950874.57,15281882.45,14668992.12,0.2012,11596,2582.86,10.69
Brown and Sons,Cybersecurity,Europe,2016,2022,62153810.9,43743422.94,18410387.95,0.1893,36989,1680.33,4.54
